,Country,Target Year,Population lag 5 years,Population lag 4 years,Population lag 3 years,Population lag 2 years,Population lag 1 year,Population Current,Life Ex lag 5 years,Life Ex lag 4 years,Life Ex lag 3 years,Life Ex lag 2 years,Life Ex lag 1 year,Life Ex Current,GDP lag 5 years,GDP lag 4 years,GDP lag 3 years,GDP lag 2 years,GDP lag 1 year,GDP Current,GDP_cap lag 5 years,GDP_cap lag 4 years,GDP_cap lag 3 years,GDP_cap lag 2 years,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 5 years,CO2 lag 4 years,CO2 lag 3 years,CO2 lag 2 years,CO2 lag 1 year,CO2 Current,Happy lag 5 years,Happy lag 4 years,Happy lag 3 years,Happy lag 2 years,Happy lag 1 year
61,Cameroon,2016,20906392.0,21485267.0,22077300.0,22681853.0,23298376.0,23926549.0,53.3,53.6,54.2,54.8,55.3,55.6,30630912185.0,30155064574.0,33728622819.0,36386546918.0,32210232912.0,33814337900.0,1465.145788,1403.522915,1527.751257,1604.214035,1382.50979,1413.255957,151533021.0,157692392.0,162762779.0,169612568.0,177358737.0,185173931.0,4.27103805541992,4.24044132232666,5.03796482086182,4.81623220443726,5.07405138015747
62,Cameroon,2017,21485267.0,22077300.0,22681853.0,23298376.0,23926549.0,24566070.0,53.6,54.2,54.8,55.3,55.6,55.9,30155064574.0,33728622819.0,36386546918.0,32210232912.0,33814337900.0,36098550142.0,1403.522915,1527.751257,1604.214035,1382.50979,1413.255957,1469.4475,157692392.0,162762779.0,169612568.0,177358737.0,185173931.0,192872431.0,4.24044132232666,5.03796482086182,4.81623220443726,5.07405138015747,5.25073766708374
72,Canada,2016,34539156.0,34922031.0,35296535.0,35664338.0,36026668.0,36382942.0,85.0,85.0,87.0,81.0,81.2,81.5,1793330000000.0,1828370000000.0,1846600000000.0,1805750000000.0,1556510000000.0,1527990000000.0,52223.69611,52669.08996,52635.17496,50955.99832,43596.13554,42315.60371,28463546701.0,29032809432.0,29606508169.0,30177071586.0,30750132962.0,31309699924.0,7.59379386901855,7.30425786972046,7.41277265548706,7.24484586715698,7.41486835479736
73,Canada,2017,34922031.0,35296535.0,35664338.0,36026668.0,36382942.0,36732091.0,85.0,87.0,81.0,81.2,81.5,81.6,1828370000000.0,1846600000000.0,1805750000000.0,1556510000000.0,1527990000000.0,1649270000000.0,52669.08996,52635.17496,50955.99832,43596.13554,42315.60371,45129.4293,29032809432.0,29606508169.0,30177071586.0,30750132962.0,31309699924.0,31879060360.0,7.30425786972046,7.41277265548706,7.24484586715698,7.41486835479736,7.17549657821655
83,Chile,2016,17233584.0,17400359.0,17571511.0,17758969.0,17969356.0,18209072.0,78.9,78.9,79.6,79.3,79.1,79.8,251225000000.0,267176000000.0,277239000000.0,259405000000.0,242497000000.0,249299000000.0,14577.63266,15354.6184,15777.78151,14606.99672,13495.01061,13690.90746,2162022405.0,2241705986.0,2323516854.0,2401090633.0,2482915104.0,2567307132.0,6.74015378952026,6.84423828125,6.53274965286255,6.57905626296997,6.32011938095093
84,Chile,2017,17400359.0,17571511.0,17758969.0,17969356.0,18209072.0,18470435.0,78.9,79.6,79.3,79.1,79.8,79.9,267176000000.0,277239000000.0,259405000000.0,242497000000.0,249299000000.0,276365000000.0,15354.6184,15777.78151,14606.99672,13495.01061,13690.90746,14962.55685,2241705986.0,2323516854.0,2401090633.0,2482915104.0,2567307132.0,2651353160.0,6.84423828125,6.53274965286255,6.57905626296997,6.32011938095093,6.43622064590454
94,China,2016,1376497633.0,1384206408.0,1391883335.0,1399453966.0,1406847868.0,1414049353.0,74.2,74.4,74.5,74.9,75.0,75.2,7551500000000.0,8532230000000.0,9570410000000.0,10475700000000.0,11061600000000.0,11233300000000.0,5614.352135,6300.615118,7020.338485,7636.116601,8016.431435,8094.363367,145000000000.0,155000000000.0,165000000000.0,175000000000.0,184000000000.0,194000000000.0,5.24109029769897,5.19561910629272,5.30387783050537,5.32495594024658,5.09906148910522
95,China,2017,1384206408.0,1391883335.0,1399453966.0,1406847868.0,1414049353.0,1421021794.0,74.4,74.5,74.9,75.0,75.2,75.4,8532230000000.0,9570410000000.0,10475700000000.0,11061600000000.0,11233300000000.0,12310400000000.0,6300.615118,7020.338485,7636.116601,8016.431435,8094.363367,8816.986905,155000000000.0,165000000000.0,175000000000.0,184000000000.0,194000000000.0,204000000000.0,5.19561910629272,5.30387783050537,5.32495594024658,5.09906148910522,5.13143396377563
105,Colombia,2016,45662747.0,46075721.0,46495492.0,46967706.0,47520667.0,48175048.0,73.1,73.5,73.5,73.6,73.6,74.2,334944000000.0,370921000000.0,382116000000.0,381112000000.0,293482000000.0,282825000000.0,7335.166934,8050.255372,8218.347844,8114.343921,6175.87603,5870.777957,2607340606.0,2687067778.0,2774495634.0,2863194777.0,2955160135.0,3048402114.0,6.60655069351196,6.44878911972046,6.38757181167603,6.23371505737305,6.15734195709229
106,Colombia,2017,46075721.0,46495492.0,46967706.0,47520667.0,48175048.0,48909844.0,73.5,73.5,73.6,73.6,74.2,74.3,370921000000.0,382116000000.0,381112000000.0,293482000000.0,282825000000.0,311884000000.0,8050.255372,8218.347844,8114.343921,6175.87603,5870.777957,6376.706716,2687067778.0,2774495634.0,2863194777.0,2955160135.0,3048402114.0,3134697902.0,6.44878911972046,6.38757181167603,6.23371505737305,6.15734195709229,5.98351240158081
116,Denmark,2016,5582980.0,5610909.0,5638152.0,5664199.0,5688695.0,5711346.0,78.1,78.4,78.8,78.9,79.2,79.7,344003000000.0,327149000000.0,343584000000.0,352994000000.0,302673000000.0,313116000000.0,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,3764781246.0,3804621405.0,3846367301.0,3883910718.0,3919114412.0,3956125798.0,7.58860683441162,7.50755929946899,7.5144248008728,7.5577826499939,7.59370231628418
117,Denmark,2017,5610909.0,5638152.0,5664199.0,5688695.0,5711346.0,5732277.0,78.4,78.8,78.9,79.2,79.7,80.0,327149000000.0,343584000000.0,352994000000.0,302673000000.0,313116000000.0,332121000000.0,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,3804621405.0,3846367301.0,3883910718.0,3919114412.0,3956125798.0,3990868885.0,7.50755929946899,7.5144248008728,7.5577826499939,7.59370231628418,7.64878559112549
127,Dominican Republic,2016,9813219.0,9930916.0,10048226.0,10165182.0,10281675.0,10397738.0,72.3,72.9,73.3,73.6,72.7,73.1,58029750746.0,60681537196.0,62682163837.0,67179914027.0,71164825257.0,75704720190.0,5913.426649,6110.366576,6238.132367,6608.825501,6921.520594,7280.88361,530250940.0,551505694.0,572772654.0,594573265.0,618067854.0,642712421.0,5.01551532745361,5.38733196258545,5.06186246871948,5.23869848251343,5.60520267486572
128,Dominican Republic,2017,9930916.0,10048226.0,10165182.0,10281675.0,10397738.0,10513111.0,72.9,73.3,73.6,72.7,73.1,72.1,60681537196.0,62682163837.0,67179914027.0,71164825257.0,75704720190.0,79997975622.0,6110.366576,6238.132367,6608.825501,6921.520594,7280.88361,7609.353275,551505694.0,572772654.0,594573265.0,618067854.0,642712421.0,666729343.0,5.38733196258545,5.06186246871948,5.23869848251343,5.60520267486572,5.43321561813354
138,Ecuador,2016,15243885.0,15474099.0,15707473.0,15951832.0,16212022.0,16491116.0,74.4,74.7,74.6,75.1,75.0,75.3,79276664000.0,87924544000.0,95129659000.0,101726000000.0,99290381000.0,99937696000.0,5200.555108,5682.046108,6056.331213,6377.093929,6124.490887,6060.092962,852837710.0,889991732.0,929354073.0,972561015.0,1013320438.0,1052824471.0,6.01920604705811,5.94585180282593,5.96407508850098,6.11543750762939,5.83951854705811
139,Ecuador,2017,15474099.0,15707473.0,15951832.0,16212022.0,16491116.0,16785356.0,74.7,74.6,75.1,75.0,75.3,75.5,87924544000.0,95129659000.0,101726000000.0,99290381000.0,99937696000.0,104296000000.0,5682.046108,6056.331213,6377.093929,6124.490887,6060.092962,6213.503127,889991732.0,929354073.0,972561015.0,1013320438.0,1052824471.0,1092100464.0,5.94585180282593,5.96407508850098,6.11543750762939,5.83951854705811,6.12801027297974
149,Egypt,2016,84529251.0,86422240.0,88404652.0,90424668.0,92442549.0,94447071.0,69.5,69.7,69.8,69.9,70.0,74.0,235989672978.0,279116666667.0,288434108527.0,305595408895.0,329366576819.0,332441717791.0,2791.810766,3229.68563,3262.657586,3379.557986,3562.932658,3519.87324,4306208216.0,4514926545.0,4721875713.0,4943543743.0,5162711129.0,5396833763.0,3.55852031707764,4.88507270812988,4.76253843307495,4.55674076080322,3.92934417724609
150,Egypt,2017,86422240.0,88404652.0,90424668.0,92442549.0,94447071.0,96442590.0,69.7,69.8,69.9,70.0,74.0,72.0,279116666667.0,288434108527.0,305595408895.0,329366576819.0,332441717791.0,235733695652.0,3229.68563,3262.657586,3379.557986,3562.932658,3519.87324,2444.290387,4514926545.0,4721875713.0,4943543743.0,5162711129.0,5396833763.0,5647438524.0,4.88507270812988,4.76253843307495,4.55674076080322,3.92934417724609,4.00545072555542
160,El Salvador,2016,6210567.0,6237922.0,6266076.0,6295124.0,6325121.0,6356137.0,75.0,71.2,71.7,71.4,72.0,72.0,20283780000.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,3266.010978,3428.409332,3509.526536,3589.042885,3705.579704,3805.995686,174467607.0,180939489.0,187033961.0,193185116.0,199860431.0,206506226.0,6.32506322860718,5.85652351379395,6.01849603652954,6.13982486724854,6.33931827545166
161,El Salvador,2017,6237922.0,6266076.0,6295124.0,6325121.0,6356137.0,6388124.0,71.2,71.7,71.4,72.0,72.0,73.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,3428.409332,3509.526536,3589.042885,3705.579704,3805.995686,3910.254403,180939489.0,187033961.0,193185116.0,199860431.0,206506226.0,212522043.0,5.85652351379395,6.01849603652954,6.13982486724854,6.33931827545166,6.2411994934082
171,Georgia,2016,4081012.0,4064097.0,4048701.0,4035310.0,4024180.0,4015457.0,73.9,74.4,73.9,73.2,73.8,73.9,15107441447.0,16488403076.0,17189551521.0,17627003455.0,14953950557.0,15141758567.0,4021.743306,4421.818242,4623.745725,4739.188338,4014.185944,4062.169888,573640254.0,581892065.0,589901363.0,598835761.0,608582745.0,618648980.0,4.34892082214355,4.28750801086426,4.12194061279297,4.44838619232178,4.45077466964722
172,Georgia,2017,4064097.0,4048701.0,4035310.0,4024180.0,4015457.0,4008723.0,74.4,73.9,73.2,73.8,73.9,74.2,16488403076.0,17189551521.0,17627003455.0,14953950557.0,15141758567.0,16242916916.0,4421.818242,4623.745725,4739.188338,4014.185944,4062.169888,4357.000936,581892065.0,589901363.0,598835761.0,608582745.0,618648980.0,628828522.0,4.28750801086426,4.12194061279297,4.44838619232178,4.45077466964722,4.65909719467163
182,Germany,2016,80855629.0,80972629.0,81174373.0,81450370.0,81787411.0,82193770.0,79.6,79.8,79.9,80.0,81.0,85.0,3749310000000.0,3527140000000.0,3733800000000.0,3889090000000.0,3357590000000.0,3469850000000.0,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,85705559302.0,86519543956.0,87350997794.0,88143585564.0,88939195779.0,89739882411.0,6.96512508392334,6.98421430587769,7.03713750839233,6.87376308441162,7.07432460784912
183,Germany,2017,80972629.0,81174373.0,81450370.0,81787411.0,82193770.0,82658409.0,79.8,79.9,80.0,81.0,85.0,86.0,3527140000000.0,3733800000000.0,3889090000000.0,3357590000000.0,3469850000000.0,3690850000000.0,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,86519543956.0,87350997794.0,88143585564.0,88939195779.0,89739882411.0,90525765329.0,6.98421430587769,7.03713750839233,6.87376308441162,7.07432460784912,7.11836433410645
193,Ghana,2016,25387713.0,25996454.0,26607641.0,27224480.0,27849203.0,28481947.0,59.4,59.9,63.0,66.0,69.0,61.2,39337314810.0,41270954737.0,62823043706.0,54782847753.0,49406568433.0,56165172899.0,1549.462719,1587.560932,2361.090324,2012.264247,1774.074771,1971.956935,232065629.0,246380976.0,260560852.0,275315435.0,291429885.0,307976954.0,4.96505308151245,3.86035108566284,3.98591613769531,4.51441144943237,5.48131084442139
194,Ghana,2017,25996454.0,26607641.0,27224480.0,27849203.0,28481947.0,29121464.0,59.9,63.0,66.0,69.0,61.2,61.6,41270954737.0,62823043706.0,54782847753.0,49406568433.0,56165172899.0,60406382899.0,1587.560932,2361.090324,2012.264247,1774.074771,1971.956935,2074.290733,246380976.0,260560852.0,275315435.0,291429885.0,307976954.0,321716500.0,3.86035108566284,3.98591613769531,4.51441144943237,5.48131084442139,5.00369310379028
204,India,2016,1250287939.0,1265780243.0,1280842119.0,1295600768.0,1310152392.0,1324517250.0,64.8,65.2,65.5,66.0,66.4,66.8,1823050000000.0,1827640000000.0,1856720000000.0,2039130000000.0,2103590000000.0,2294800000000.0,1458.104066,1443.882435,1449.610451,1573.885642,1605.605445,1732.554242,33477897323.0,35441483368.0,37478420449.0,39664276367.0,41932843845.0,44315067065.0,4.42778873443604,4.42437934875488,4.34207916259766,4.17917728424072,4.04611110687256
205,India,2017,1265780243.0,1280842119.0,1295600768.0,1310152392.0,1324517250.0,1338676779.0,65.2,65.5,66.0,66.4,66.8,67.3,1827640000000.0,1856720000000.0,2039130000000.0,2103590000000.0,2294800000000.0,2651470000000.0,1443.882435,1449.610451,1573.885642,1605.605445,1732.554242,1980.66702,35441483368.0,37478420449.0,39664276367.0,41932843845.0,44315067065.0,46748922819.0,4.42437934875488,4.34207916259766,4.17917728424072,4.04611110687256,3.81806874275208
215,Israel,2016,7487095.0,7614946.0,7734834.0,7854216.0,7978496.0,8108984.0,84.0,84.0,81.0,81.5,81.7,81.8,262294000000.0,258417000000.0,294167000000.0,310945000000.0,300078000000.0,319024000000.0,33775.512,32667.60687,36499.45611,37847.64994,35808.43643,37330.2618,1819066681.0,1893851260.0,1956982946.0,2017334780.0,2080309704.0,2141528830.0,7.32056331634521,7.40057039260864,7.07941102981567,7.159010887146,7.33103609085083
216,Israel,2017,7614946.0,7734834.0,7854216.0,7978496.0,8108984.0,8243849.0,84.0,81.0,81.5,81.7,81.8,81.8,258417000000.0,294167000000.0,310945000000.0,300078000000.0,319024000000.0,355277000000.0,32667.60687,36499.45611,37847.64994,35808.43643,37330.2618,40774.12961,1893851260.0,1956982946.0,2017334780.0,2080309704.0,2141528830.0,2200402028.0,7.40057039260864,7.07941102981567,7.159010887146,7.33103609085083,6.92717885971069
226,Italy,2016,59589070.0,59879469.0,60166828.0,60409622.0,60578489.0,60663068.0,81.2,81.3,81.5,81.6,81.8,82.0,2294990000000.0,2086960000000.0,2141920000000.0,2162010000000.0,1836640000000.0,1877070000000.0,38649.63948,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,21551372414.0,21954819628.0,22324653965.0,22674235720.0,23035538202.0,23393598945.0,6.00937366485596,6.0265851020813,5.84768390655518,5.95452404022217,6.19887018203735
227,Italy,2017,59879469.0,60166828.0,60409622.0,60578489.0,60663068.0,60673694.0,81.3,81.5,81.6,81.8,82.0,82.0,2086960000000.0,2141920000000.0,2162010000000.0,1836640000000.0,1877070000000.0,1961800000000.0,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,32406.72032,21954819628.0,22324653965.0,22674235720.0,23035538202.0,23393598945.0,23746448857.0,6.0265851020813,5.84768390655518,5.95452404022217,6.19887018203735,6.51652669906616
237,Japan,2016,128498966.0,128423571.0,128314189.0,128168630.0,127985139.0,127763267.0,82.4,82.6,82.7,83.0,83.0,82.5,6233150000000.0,6272360000000.0,5212330000000.0,4896990000000.0,4444930000000.0,5003680000000.0,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,54844685895.0,56150695737.0,57466038395.0,58729767154.0,59953163599.0,61156881479.0,5.95936155319214,5.92262077331543,5.87968444824219,5.95465087890625,5.9106764793396
238,Japan,2017,128423571.0,128314189.0,128168630.0,127985139.0,127763267.0,127502728.0,82.6,82.7,83.0,83.0,82.5,83.3,6272360000000.0,5212330000000.0,4896990000000.0,4444930000000.0,5003680000000.0,4930840000000.0,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,56150695737.0,57466038395.0,58729767154.0,59953163599.0,61156881479.0,62345004321.0,5.92262077331543,5.87968444824219,5.95465087890625,5.9106764793396,5.79357528686523
248,Jordan,2016,7662858.0,8089963.0,8518992.0,8918822.0,9266573.0,9554286.0,72.8,73.0,73.1,73.3,73.4,73.6,29524149155.0,31634561690.0,34454440141.0,36847643521.0,38587017887.0,39892551127.0,3852.890025,3910.346894,4044.426869,4131.44735,4164.108769,4175.356602,475825167.0,499638968.0,523452120.0,549347142.0,574903362.0,599248984.0,5.17195272445679,5.33302164077759,5.4045934677124,5.27128458023071,4.80808258056641
249,Jordan,2017,8089963.0,8518992.0,8918822.0,9266573.0,9554286.0,9785840.0,73.0,73.1,73.3,73.4,73.6,73.7,31634561690.0,34454440141.0,36847643521.0,38587017887.0,39892551127.0,41408960845.0,3910.346894,4044.426869,4131.44735,4164.108769,4175.356602,4231.51828,499638968.0,523452120.0,549347142.0,574903362.0,599248984.0,624810262.0,5.33302164077759,5.4045934677124,5.27128458023071,4.80808258056641,4.63893365859985
259,Kazakhstan,2016,16490669.0,16751523.0,17026118.0,17302619.0,17572010.0,17830902.0,65.0,65.3,66.6,67.8,67.8,68.5,192627000000.0,207999000000.0,236635000000.0,221416000000.0,184388000000.0,137278000000.0,11634.0012,12386.69927,13890.63096,12807.26069,10510.77189,7714.841844,11339981809.0,11585818298.0,11839547143.0,12118579241.0,12407161642.0,12695847439.0,5.83548307418823,5.97009754180908,5.94999504089355,5.53355169296265,5.88235139846802
260,Kazakhstan,2017,16751523.0,17026118.0,17302619.0,17572010.0,17830902.0,18080023.0,65.3,66.6,67.8,67.8,68.5,69.1,207999000000.0,236635000000.0,221416000000.0,184388000000.0,137278000000.0,166806000000.0,12386.69927,13890.63096,12807.26069,10510.77189,7714.841844,9247.581331,11585818298.0,11839547143.0,12118579241.0,12407161642.0,12695847439.0,13003756325.0,5.97009754180908,5.94999504089355,5.53355169296265,5.88235139846802,6.00763607025146
270,Kenya,2016,43178270.0,44343469.0,45519986.0,46700063.0,47878339.0,49051531.0,55.3,56.8,57.9,59.1,63.0,61.2,46869457318.0,56396706006.0,61671425370.0,68285768554.0,70120413329.0,74815121315.0,1085.487152,1271.815383,1354.820833,1462.220052,1464.554009,1525.235192,326207316.0,338195324.0,350965385.0,364738351.0,381039585.0,398195568.0,3.79538321495056,4.90457963943481,4.35761785507202,4.39612770080566,4.47565412521362
271,Kenya,2017,44343469.0,45519986.0,46700063.0,47878339.0,49051531.0,50221146.0,56.8,57.9,59.1,63.0,61.2,62.1,56396706006.0,61671425370.0,68285768554.0,70120413329.0,74815121315.0,82035800868.0,1271.815383,1354.820833,1462.220052,1464.554009,1525.235192,1633.491216,338195324.0,350965385.0,364738351.0,381039585.0,398195568.0,414517880.0,4.90457963943481,4.35761785507202,4.39612770080566,4.47565412521362,4.65570259094238
281,Kosovo,2016,1790957.0,1807106.0,1815606.0,1820631.0,1804944.0,1771604.0,72.3,72.7,73.0,73.3,73.6,74.1,6341737194.0,6163785173.0,6735731173.0,7074657898.0,6295820482.0,6682832632.0,3540.891789,3410.85978,3704.784221,3902.676013,3520.766449,3759.560246,67466.42,100869.5,142814.3,199838.5,221943.4,202971.3,6.12575817108154,5.00037527084351,5.07746076583862,5.75941228866577,6.14919996261597
282,Kosovo,2017,1807106.0,1815606.0,1820631.0,1804944.0,1771604.0,1783531.0,72.7,73.0,73.3,73.6,74.1,74.6,6163785173.0,6735731173.0,7074657898.0,6295820482.0,6682832632.0,7180813376.0,3410.85978,3704.784221,3902.676013,3520.766449,3759.560246,4009.380987,100869.5,142814.3,199838.5,221943.4,202971.3,226627.7,5.00037527084351,5.07746076583862,5.75941228866577,6.14919996261597,6.39182567596436
292,Kyrgyzstan,2016,5517927.0,5621583.0,5731312.0,5844521.0,5959126.0,6074327.0,66.7,67.2,67.6,68.5,68.8,69.4,6197766119.0,6605139933.0,7335027592.0,7468096567.0,6678178340.0,6813092066.0,1123.20553,1174.960849,1279.816487,1277.794462,1120.664061,1121.620892,768520852.0,778519250.0,788177555.0,798272973.0,808551854.0,818198082.0,5.40242671966553,5.25219297409058,4.90537595748901,4.85653400421143,5.62953662872314
293,Kyrgyzstan,2017,5621583.0,5731312.0,5844521.0,5959126.0,6074327.0,6189727.0,67.2,67.6,68.5,68.8,69.4,69.9,6605139933.0,7335027592.0,7468096567.0,6678178340.0,6813092066.0,7702934800.0,1174.960849,1279.816487,1277.794462,1120.664061,1121.620892,1244.470847,778519250.0,788177555.0,798272973.0,808551854.0,818198082.0,827546156.0,5.25219297409058,4.90537595748901,4.85653400421143,5.62953662872314,5.29738330841064
303,Lithuania,2016,3083402.0,3045561.0,3008938.0,2971498.0,2931872.0,2889555.0,76.0,72.0,71.1,72.2,72.4,72.8,43535051482.0,42927454291.0,46523420074.0,48533659592.0,41435533340.0,43047309306.0,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,1435379198.0,1449724496.0,1463079340.0,1476186031.0,1489505521.0,1502856623.0,5.59568929672241,6.12572383880615,5.71137809753418,5.86555242538452,6.27294063568115
304,Lithuania,2017,3045561.0,3008938.0,2971498.0,2931872.0,2889555.0,2845419.0,72.0,71.1,72.2,72.4,72.8,73.0,42927454291.0,46523420074.0,48533659592.0,41435533340.0,43047309306.0,47758736932.0,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,1449724496.0,1463079340.0,1476186031.0,1489505521.0,1502856623.0,1516428455.0,6.12572383880615,5.71137809753418,5.86555242538452,6.27294063568115,6.30887889862061
314,Mexico,2016,115695468.0,117274156.0,118827158.0,120355137.0,121858251.0,123333379.0,75.8,76.0,75.6,75.7,75.6,76.1,1180490000000.0,1201090000000.0,1274440000000.0,1315350000000.0,1171870000000.0,1078490000000.0,10203.4213,10241.72783,10725.18359,10928.91601,9616.645558,8744.515559,15935037426.0,16431337006.0,16921466676.0,17402595462.0,17884570053.0,18367368105.0,7.44254636764526,6.67983102798462,6.23628711700439,6.82417297363281,6.41029930114746
315,Mexico,2017,117274156.0,118827158.0,120355137.0,121858251.0,123333379.0,124777326.0,76.0,75.6,75.7,75.6,76.1,76.3,1201090000000.0,1274440000000.0,1315350000000.0,1171870000000.0,1078490000000.0,1158910000000.0,10241.72783,10725.18359,10928.91601,9616.645558,8744.515559,9287.849587,16431337006.0,16921466676.0,17402595462.0,17884570053.0,18367368105.0,18827217256.0,6.67983102798462,6.23628711700439,6.82417297363281,6.41029930114746,6.54957866668701
325,Moldova,2016,4079167.0,4075804.0,4074585.0,4073407.0,4070705.0,4066013.0,70.119,70.581,70.968,71.267,71.478,71.617,8414351672.0,8709138765.0,9496717702.0,9510198962.0,7745241913.0,8071469355.0,2942.252807,3045.730612,3322.04998,3328.79433,2732.46073,2880.43529,1334153085.0,1338918767.0,1343818125.0,1348576941.0,1353358701.0,1358262372.0,5.75605916976929,5.91705846786499,6.01747226715088,5.57778406143188,5.32553052902222
326,Moldova,2017,4075804.0,4074585.0,4073407.0,4070705.0,4066013.0,4059687.0,70.581,70.968,71.267,71.478,71.617,71.717,8709138765.0,9496717702.0,9510198962.0,7745241913.0,8071469355.0,9669741744.0,3045.730612,3322.04998,3328.79433,2732.46073,2880.43529,3509.686829,1338918767.0,1343818125.0,1348576941.0,1353358701.0,1358262372.0,1363482883.0,5.91705846786499,6.01747226715088,5.57778406143188,5.32553052902222,5.6822772026062
336,Philippines,2016,95570049.0,97212639.0,98871558.0,100513137.0,102113206.0,103663812.0,67.3,67.5,67.5,68.0,67.9,68.0,234217000000.0,261921000000.0,283903000000.0,297483000000.0,306446000000.0,318627000000.0,2450.735694,2694.305109,2871.429701,2959.645435,3001.043182,3073.654686,2312314868.0,2400723081.0,2496517164.0,2597701089.0,2709843495.0,2832080804.0,4.97692537307739,5.31255006790161,5.54748916625977,5.430832862854,5.5942702293396
337,Philippines,2017,97212639.0,98871558.0,100513137.0,102113206.0,103663812.0,105172921.0,67.5,67.5,68.0,67.9,68.0,68.1,261921000000.0,283903000000.0,297483000000.0,306446000000.0,318627000000.0,328481000000.0,2694.305109,2871.429701,2959.645435,3001.043182,3073.654686,3123.245642,2400723081.0,2496517164.0,2597701089.0,2709843495.0,2832080804.0,2966982614.0,5.31255006790161,5.54748916625977,5.430832862854,5.5942702293396,5.8691725730896
347,Russia,2016,143703027.0,143993888.0,144325456.0,144664837.0,144985059.0,145275374.0,69.343,69.944,70.508,71.018,71.464,71.835,2045925608274.0,2208295773643.0,2292473246621.0,2059241965491.0,1363481063447.0,1276786979222.0,14237.17823,15336.03825,15884.05338,14234.5715,9404.28671,8788.736481,1504779000.0,1595843000.0,1677642000.0,1683891000.0,1640747000.0,1623124000.0,5.53717756271362,6.03697681427002,5.99553871154785,5.85494565963745,5.57874298095703
348,Russia,2017,143993888.0,144325456.0,144664837.0,144985059.0,145275374.0,145530091.0,69.944,70.508,71.018,71.464,71.835,72.139,2208295773643.0,2292473246621.0,2059241965491.0,1363481063447.0,1276786979222.0,1574199387071.0,15336.03825,15884.05338,14234.5715,9404.28671,8788.736481,10817.0027,1595843000.0,1677642000.0,1683891000.0,1640747000.0,1623124000.0,1573022000.0,6.03697681427002,5.99553871154785,5.85494565963745,5.57874298095703,5.51350021362305
358,Saudi Arabia,2016,28267591.0,29154906.0,30052058.0,30916603.0,31717676.0,32443443.0,73.2,73.2,73.3,73.4,73.7,73.9,671239000000.0,735975000000.0,746647000000.0,756350000000.0,654270000000.0,644936000000.0,23745.88058,25243.602,24845.12466,24464.21256,20627.92178,19878.76817,10400000665.0,10963180158.0,11503985390.0,12113191007.0,12788069175.0,13427125661.0,6.49513292312622,6.27837800979614,6.34549188613892,6.47392129898071,6.29428243637085
359,Saudi Arabia,2017,29154906.0,30052058.0,30916603.0,31717676.0,32443443.0,33101182.0,73.2,73.3,73.4,73.7,73.9,74.1,735975000000.0,746647000000.0,756350000000.0,654270000000.0,644936000000.0,688586000000.0,25243.602,24845.12466,24464.21256,20627.92178,19878.76817,20802.46179,10963180158.0,11503985390.0,12113191007.0,12788069175.0,13427125661.0,14066503627.0,6.27837800979614,6.34549188613892,6.47392129898071,6.29428243637085,6.35639333724976
369,South Africa,2016,52003759.0,52832659.0,53687125.0,54544184.0,55386369.0,56207649.0,54.0,54.5,55.3,56.5,58.0,58.9,458202000000.0,434401000000.0,400886000000.0,381199000000.0,346710000000.0,323586000000.0,8810.930651,8222.197279,7467.079185,6988.808739,6259.839681,5756.965741,16995053971.0,17456192937.0,17912058881.0,18392686817.0,18843258345.0,19308027414.0,3.66072726249695,4.82845640182495,4.88732576370239,4.76973962783813,4.51365518569946
370,South Africa,2017,52832659.0,53687125.0,54544184.0,55386369.0,56207649.0,57009751.0,54.5,55.3,56.5,58.0,58.9,59.2,434401000000.0,400886000000.0,381199000000.0,346710000000.0,323586000000.0,381449000000.0,8222.197279,7467.079185,6988.808739,6259.839681,5756.965741,6690.939847,17456192937.0,17912058881.0,18392686817.0,18843258345.0,19308027414.0,19772226154.0,4.82845640182495,4.88732576370239,4.76973962783813,4.51365518569946,4.88392210006714
380,South Korea,2016,49786153.0,50060639.0,50345720.0,50607904.0,50823087.0,50983446.0,80.79,81.137,81.472,81.795,82.1,82.379,1253223044719.0,1278427634343.0,1370795199976.0,1484318219634.0,1465773245547.0,1500111596236.0,25172.12054,25537.58122,27227.6412,29329.77069,28840.69686,29423.50339,530486600.0,580129900.0,602183000.0,603828700.0,602311600.0,588734300.0,5.9588098526001,5.80132532119751,5.78021144866943,5.97056436538696,5.87388706207275
