,Country,Target Year,Population lag 2 years,Population lag 1 year,Population Current,Life Ex lag 2 years,Life Ex lag 1 year,Life Ex Current,GDP lag 2 years,GDP lag 1 year,GDP Current,GDP_cap lag 2 years,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 2 years,CO2 lag 1 year,CO2 Current,Happy lag 2 years,Happy lag 1 year
448,Saudi Arabia,2007,23816175.0,24498313.0,25184589.0,72.6,72.8,72.9,328460000000.0,376900000000.0,415965000000.0,13791.45476,15384.73836,16516.63178,7668645874.0,8099937842.0,8486444989.0,7.26669406890869,6.81137037277222
449,Saudi Arabia,2008,24498313.0,25184589.0,25888535.0,72.8,72.9,73.0,376900000000.0,415965000000.0,519797000000.0,15384.73836,16516.63178,20078.26007,8099937842.0,8486444989.0,8918781399.0,6.81137037277222,6.14759016036987
450,Saudi Arabia,2009,25184589.0,25888535.0,26630303.0,72.9,73.0,73.1,415965000000.0,519797000000.0,429098000000.0,16516.63178,20078.26007,16113.14371,8486444989.0,8918781399.0,9384625708.0,6.14759016036987,6.30709838867188
451,Saudi Arabia,2010,25888535.0,26630303.0,27421468.0,73.0,73.1,73.1,519797000000.0,429098000000.0,528207000000.0,20078.26007,16113.14371,19262.5476,8918781399.0,9384625708.0,9902341655.0,6.30709838867188,6.69978952407837
452,Saudi Arabia,2011,26630303.0,27421468.0,28267591.0,73.1,73.1,73.2,429098000000.0,528207000000.0,671239000000.0,16113.14371,19262.5476,23745.88058,9384625708.0,9902341655.0,10400000665.0,6.69978952407837,6.39635944366455
453,Saudi Arabia,2012,27421468.0,28267591.0,29154906.0,73.1,73.2,73.2,528207000000.0,671239000000.0,735975000000.0,19262.5476,23745.88058,25243.602,9902341655.0,10400000665.0,10963180158.0,6.39635944366455,6.49513292312622
454,Saudi Arabia,2013,28267591.0,29154906.0,30052058.0,73.2,73.2,73.3,671239000000.0,735975000000.0,746647000000.0,23745.88058,25243.602,24845.12466,10400000665.0,10963180158.0,11503985390.0,6.49513292312622,6.27837800979614
455,Saudi Arabia,2014,29154906.0,30052058.0,30916603.0,73.2,73.3,73.4,735975000000.0,746647000000.0,756350000000.0,25243.602,24845.12466,24464.21256,10963180158.0,11503985390.0,12113191007.0,6.27837800979614,6.34549188613892
456,Saudi Arabia,2015,30052058.0,30916603.0,31717676.0,73.3,73.4,73.7,746647000000.0,756350000000.0,654270000000.0,24845.12466,24464.21256,20627.92178,11503985390.0,12113191007.0,12788069175.0,6.34549188613892,6.47392129898071
462,South Africa,2007,47880595.0,48489464.0,49119766.0,57.3,56.0,54.9,288868000000.0,303861000000.0,333075000000.0,6033.101491,6266.533987,6780.884555,14145850450.0,14592473038.0,15057273313.0,5.20445442199707,5.34630680084229
463,South Africa,2008,48489464.0,49119766.0,49779472.0,56.0,54.9,54.0,303861000000.0,333075000000.0,316132000000.0,6266.533987,6780.884555,6350.65271,14592473038.0,15057273313.0,15551915567.0,5.34630680084229,5.21843099594116
464,South Africa,2009,49119766.0,49779472.0,50477013.0,54.9,54.0,53.7,333075000000.0,316132000000.0,329753000000.0,6780.884555,6350.65271,6532.736968,15057273313.0,15551915567.0,16054175011.0,5.21843099594116,4.65242862701416
465,South Africa,2010,49779472.0,50477013.0,51216967.0,54.0,53.7,53.8,316132000000.0,329753000000.0,417365000000.0,6350.65271,6532.736968,8148.961202,15551915567.0,16054175011.0,16521105019.0,4.65242862701416,4.93051147460938
466,South Africa,2011,50477013.0,51216967.0,52003759.0,53.7,53.8,54.0,329753000000.0,417365000000.0,458202000000.0,6532.736968,8148.961202,8810.930651,16054175011.0,16521105019.0,16995053971.0,4.93051147460938,5.13388776779175
467,South Africa,2012,51216967.0,52003759.0,52832659.0,53.8,54.0,54.5,417365000000.0,458202000000.0,434401000000.0,8148.961202,8810.930651,8222.197279,16521105019.0,16995053971.0,17456192937.0,5.13388776779175,3.66072726249695
468,South Africa,2013,52003759.0,52832659.0,53687125.0,54.0,54.5,55.3,458202000000.0,434401000000.0,400886000000.0,8810.930651,8222.197279,7467.079185,16995053971.0,17456192937.0,17912058881.0,3.66072726249695,4.82845640182495
469,South Africa,2014,52832659.0,53687125.0,54544184.0,54.5,55.3,56.5,434401000000.0,400886000000.0,381199000000.0,8222.197279,7467.079185,6988.808739,17456192937.0,17912058881.0,18392686817.0,4.82845640182495,4.88732576370239
470,South Africa,2015,53687125.0,54544184.0,55386369.0,55.3,56.5,58.0,400886000000.0,381199000000.0,346710000000.0,7467.079185,6988.808739,6259.839681,17912058881.0,18392686817.0,18843258345.0,4.88732576370239,4.76973962783813
476,South Korea,2007,48701069.0,48880449.0,49034813.0,78.354,78.806,79.243,934901071333.0,1053216909888.0,1172614086540.0,19196.72587,21546.79287,23913.90962,472455700.0,492946900.0,488551400.0,5.7672758102417,5.38962459564209
477,South Korea,2008,48880449.0,49034813.0,49182458.0,78.806,79.243,79.66,1053216909888.0,1172614086540.0,1047339010225.0,21546.79287,23913.90962,21294.97087,492946900.0,488551400.0,494420900.0,5.38962459564209,5.64768981933594
478,South Korea,2009,49034813.0,49182458.0,49347450.0,79.243,79.66,80.056,1172614086540.0,1047339010225.0,943941876219.0,23913.90962,21294.97087,19128.48336,488551400.0,494420900.0,508338100.0,5.64768981933594,6.11602449417114
479,South Korea,2010,49182458.0,49347450.0,49545638.0,79.66,80.056,80.432,1047339010225.0,943941876219.0,1144066965324.0,21294.97087,19128.48336,23091.17435,494420900.0,508338100.0,518325900.0,6.11602449417114,6.94659900665283
480,South Korea,2011,49347450.0,49545638.0,49786153.0,80.056,80.432,80.79,943941876219.0,1144066965324.0,1253223044719.0,19128.48336,23091.17435,25172.12054,508338100.0,518325900.0,530486600.0,6.94659900665283,6.00328683853149
481,South Korea,2012,49545638.0,49786153.0,50060639.0,80.432,80.79,81.137,1144066965324.0,1253223044719.0,1278427634343.0,23091.17435,25172.12054,25537.58122,518325900.0,530486600.0,580129900.0,6.00328683853149,5.9588098526001
482,South Korea,2013,49786153.0,50060639.0,50345720.0,80.79,81.137,81.472,1253223044719.0,1278427634343.0,1370795199976.0,25172.12054,25537.58122,27227.6412,530486600.0,580129900.0,602183000.0,5.9588098526001,5.80132532119751
483,South Korea,2014,50060639.0,50345720.0,50607904.0,81.137,81.472,81.795,1278427634343.0,1370795199976.0,1484318219634.0,25537.58122,27227.6412,29329.77069,580129900.0,602183000.0,603828700.0,5.80132532119751,5.78021144866943
484,South Korea,2015,50345720.0,50607904.0,50823087.0,81.472,81.795,82.1,1370795199976.0,1484318219634.0,1465773245547.0,27227.6412,29329.77069,28840.69686,602183000.0,603828700.0,602311600.0,5.78021144866943,5.97056436538696
490,Spain,2007,44019118.0,44728561.0,45429071.0,79.1,79.4,79.5,1153720000000.0,1260400000000.0,1474000000000.0,26429.15094,28389.07858,32591.35031,10597350513.0,10958053115.0,11326599135.0,6.99461460113525,7.29447269439697
491,Spain,2008,44728561.0,45429071.0,46068811.0,79.4,79.5,79.4,1260400000000.0,1474000000000.0,1631860000000.0,28389.07858,32591.35031,35510.72223,10958053115.0,11326599135.0,11663366600.0,7.29447269439697,6.19860124588013
492,Spain,2009,45429071.0,46068811.0,46583566.0,79.5,79.4,81.0,1474000000000.0,1631860000000.0,1491470000000.0,32591.35031,35510.72223,32169.50285,11326599135.0,11663366600.0,11960751675.0,6.19860124588013,6.18826246261597
493,Spain,2010,46068811.0,46583566.0,46931011.0,79.4,81.0,81.0,1631860000000.0,1491470000000.0,1422110000000.0,35510.72223,32169.50285,30532.48051,11663366600.0,11960751675.0,12244624388.0,6.18826246261597,6.51824903488159
494,Spain,2011,46583566.0,46931011.0,47084242.0,81.0,81.0,88.0,1491470000000.0,1422110000000.0,1480710000000.0,32169.50285,30532.48051,31677.90031,11960751675.0,12244624388.0,12529353918.0,6.51824903488159,6.29069042205811
495,Spain,2012,46931011.0,47084242.0,47063059.0,81.0,88.0,89.0,1422110000000.0,1480710000000.0,1324740000000.0,30532.48051,31677.90031,28322.80925,12244624388.0,12529353918.0,12808317845.0,6.29069042205811,6.15002727508545
496,Spain,2013,47084242.0,47063059.0,46930554.0,88.0,89.0,81.3,1480710000000.0,1324740000000.0,1355140000000.0,31677.90031,28322.80925,29067.80946,12529353918.0,12808317845.0,13061043968.0,6.15002727508545,6.45647764205933
497,Spain,2014,47063059.0,46930554.0,46777927.0,89.0,81.3,81.6,1324740000000.0,1355140000000.0,1371220000000.0,28322.80925,29067.80946,29500.78943,12808317845.0,13061043968.0,13316111870.0,6.45647764205933,6.38066339492798
498,Spain,2015,46930554.0,46777927.0,46671919.0,81.3,81.6,81.9,1355140000000.0,1371220000000.0,1195600000000.0,29067.80946,29500.78943,25742.36883,13061043968.0,13316111870.0,13587806073.0,6.38066339492798,6.31861209869385
504,Sweden,2007,9038627.0,9096170.0,9162941.0,79.6,79.8,79.9,392218000000.0,423093000000.0,491253000000.0,43437.06312,46593.60216,53700.00534,4294318961.0,4348021600.0,4400991791.0,7.24136257171631,7.51599740982056
505,Sweden,2008,9096170.0,9162941.0,9236433.0,79.8,79.9,82.0,423093000000.0,491253000000.0,517706000000.0,46593.60216,53700.00534,56152.55234,4348021600.0,4400991791.0,4451878630.0,7.51599740982056,7.26597738265991
506,Sweden,2009,9162941.0,9236433.0,9313085.0,79.9,82.0,83.0,491253000000.0,517706000000.0,436537000000.0,53700.00534,56152.55234,46946.96027,4400991791.0,4451878630.0,4499130831.0,7.26597738265991,7.49601888656616
507,Sweden,2010,9236433.0,9313085.0,9390157.0,82.0,83.0,85.0,517706000000.0,436537000000.0,495813000000.0,56152.55234,46946.96027,52869.04429,4451878630.0,4499130831.0,4552257184.0,7.49601888656616,7.38223218917847
508,Sweden,2011,9313085.0,9390157.0,9466705.0,83.0,85.0,88.0,436537000000.0,495813000000.0,574094000000.0,46946.96027,52869.04429,60755.75955,4499130831.0,4552257184.0,4601514453.0,7.38223218917847,7.56014776229858
509,Sweden,2012,9390157.0,9466705.0,9542817.0,85.0,88.0,89.0,495813000000.0,574094000000.0,552484000000.0,52869.04429,60755.75955,58037.82132,4552257184.0,4601514453.0,4648288304.0,7.56014776229858,7.43401050567627
510,Sweden,2013,9466705.0,9542817.0,9618016.0,88.0,89.0,81.1,574094000000.0,552484000000.0,586842000000.0,60755.75955,58037.82132,61126.9432,4601514453.0,4648288304.0,4693494300.0,7.43401050567627,7.23914766311646
511,Sweden,2014,9542817.0,9618016.0,9692137.0,89.0,81.1,81.4,552484000000.0,586842000000.0,581964000000.0,58037.82132,61126.9432,60020.36046,4648288304.0,4693494300.0,4736830244.0,7.23914766311646,7.28892230987549
512,Sweden,2015,9618016.0,9692137.0,9764949.0,81.1,81.4,81.5,586842000000.0,581964000000.0,505104000000.0,61126.9432,60020.36046,51545.48361,4693494300.0,4736830244.0,4780432845.0,7.28892230987549,7.36874437332153
518,Tajikistan,2007,6789318.0,6922590.0,7062667.0,63.7,64.0,64.3,2312327536.0,2830220713.0,3719506173.0,340.5831832,408.8384135,526.6432883,416277061.0,418932229.0,422159325.0,4.4316086769104,5.06398677825928
519,Tajikistan,2008,6922590.0,7062667.0,7209924.0,64.0,64.3,65.2,2830220713.0,3719506173.0,5161337336.0,408.8384135,526.6432883,715.8657063,418932229.0,422159325.0,425055345.0,5.06398677825928,4.5751748085022
520,Tajikistan,2009,7062667.0,7209924.0,7364752.0,64.3,65.2,65.9,3719506173.0,5161337336.0,4979481980.0,526.6432883,715.8657063,676.1235111,422159325.0,425055345.0,427499319.0,4.5751748085022,4.38063621520996
521,Tajikistan,2010,7209924.0,7364752.0,7527397.0,65.2,65.9,65.5,5161337336.0,4979481980.0,5642178580.0,715.8657063,676.1235111,749.5524123,425055345.0,427499319.0,430035734.0,4.38063621520996,4.26267147064209
522,Tajikistan,2011,7364752.0,7527397.0,7697507.0,65.9,65.5,65.9,4979481980.0,5642178580.0,6522732203.0,676.1235111,749.5524123,847.3824321,427499319.0,430035734.0,432376470.0,4.26267147064209,4.49657154083252
523,Tajikistan,2012,7527397.0,7697507.0,7874838.0,65.5,65.9,66.1,5642178580.0,6522732203.0,7633049792.0,749.5524123,847.3824321,969.2961039,430035734.0,432376470.0,435309882.0,4.49657154083252,4.96652126312256
524,Tajikistan,2013,7697507.0,7874838.0,8059782.0,65.9,66.1,66.4,6522732203.0,7633049792.0,8448469838.0,847.3824321,969.2961039,1048.225602,432376470.0,435309882.0,438216775.0,4.96652126312256,4.89615774154663
525,Tajikistan,2014,7874838.0,8059782.0,8252827.0,66.1,66.4,66.7,7633049792.0,8448469838.0,9112544556.0,969.2961039,1048.225602,1104.172358,435309882.0,438216775.0,442816897.0,4.89615774154663,5.12421083450317
526,Tajikistan,2015,8059782.0,8252827.0,8454019.0,66.4,66.7,67.3,8448469838.0,9112544556.0,8271454301.0,1048.225602,1104.172358,978.4049812,438216775.0,442816897.0,448119179.0,5.12421083450317,5.10372114181519
532,Tanzania,2007,38450323.0,39548666.0,40681416.0,54.349,55.119,55.926,18399046025.0,18649590248.0,21843529025.0,492.6313477,485.4974365,552.8394775,3978593.0,5395919.0,6009584.0,4.3179497718811,4.38474178314209
533,Tanzania,2008,39548666.0,40681416.0,41853944.0,55.119,55.926,56.777,18649590248.0,21843529025.0,27941177435.0,485.4974365,552.8394775,687.3904419,5395919.0,6009584.0,6413235.0,4.38474178314209,3.40750789642334
534,Tanzania,2009,40681416.0,41853944.0,43073830.0,55.926,56.777,57.666,21843529025.0,27941177435.0,29081425282.0,552.8394775,687.3904419,695.2168579,6009584.0,6413235.0,6257558.0,3.40750789642334,3.22912907600403
535,Tanzania,2010,41853944.0,43073830.0,44346532.0,56.777,57.666,58.584,27941177435.0,29081425282.0,32014249841.0,687.3904419,695.2168579,743.4036865,6413235.0,6257558.0,6463282.0,3.22912907600403,4.07356214523315
536,Tanzania,2011,43073830.0,44346532.0,45673520.0,57.666,58.584,59.525,29081425282.0,32014249841.0,34657139495.0,695.2168579,743.4036865,781.4338989,6257558.0,6463282.0,6287901.0,4.07356214523315,4.00689744949341
537,Tanzania,2012,44346532.0,45673520.0,47053033.0,58.584,59.525,60.47,32014249841.0,34657139495.0,39650530214.0,743.4036865,781.4338989,867.8574829,6463282.0,6287901.0,7331722.0,4.00689744949341,3.85239481925964
538,Tanzania,2013,45673520.0,47053033.0,48483132.0,59.525,60.47,61.398,34657139495.0,39650530214.0,45680532614.0,781.4338989,867.8574829,970.3995972,6287901.0,7331722.0,8661963.0,3.85239481925964,3.48327851295471
539,Tanzania,2014,47053033.0,48483132.0,49960563.0,60.47,61.398,62.288,39650530214.0,45680532614.0,49964788814.0,867.8574829,970.3995972,1030.077637,7331722.0,8661963.0,10479890.0,3.48327851295471,3.66059732437134
540,Tanzania,2015,48483132.0,49960563.0,51482638.0,61.398,62.288,63.111,45680532614.0,49964788814.0,47378599025.0,970.3995972,1030.077637,947.9333496,8661963.0,10479890.0,11478780.0,3.66059732437134,2.90273427963257
546,Thailand,2007,65416189.0,65812539.0,66182064.0,71.1,71.2,71.4,189319000000.0,221758000000.0,262942000000.0,2894.062656,3369.543198,3973.017172,3429230240.0,3655560812.0,3884970942.0,5.78389120101929,5.63647127151489
547,Thailand,2008,65812539.0,66182064.0,66530979.0,71.2,71.4,71.7,221758000000.0,262942000000.0,291383000000.0,3369.543198,3973.017172,4379.658787,3655560812.0,3884970942.0,4111844432.0,5.63647127151489,5.47564506530762
548,Thailand,2009,66182064.0,66530979.0,66866834.0,71.4,71.7,71.6,262942000000.0,291383000000.0,281710000000.0,3973.017172,4379.658787,4213.006654,3884970942.0,4111844432.0,4354118162.0,5.47564506530762,6.21670293807983
549,Thailand,2010,66530979.0,66866834.0,67195032.0,71.7,71.6,72.5,291383000000.0,281710000000.0,341105000000.0,4379.658787,4213.006654,5076.339872,4111844432.0,4354118162.0,4609523027.0,6.21670293807983,6.66360902786255
550,Thailand,2011,66866834.0,67195032.0,67518379.0,71.6,72.5,73.0,281710000000.0,341105000000.0,370819000000.0,4213.006654,5076.339872,5492.1215,4354118162.0,4609523027.0,4863135212.0,6.66360902786255,6.30023527145386
551,Thailand,2012,67195032.0,67518379.0,67835969.0,72.5,73.0,73.3,341105000000.0,370819000000.0,397558000000.0,5076.339872,5492.1215,5860.581471,4609523027.0,4863135212.0,5133403120.0,6.30023527145386,6.23102474212646
552,Thailand,2013,67518379.0,67835969.0,68144519.0,73.0,73.3,73.5,370819000000.0,397558000000.0,420333000000.0,5492.1215,5860.581471,6168.261356,4863135212.0,5133403120.0,5421000776.0,6.23102474212646,6.98546361923218
553,Thailand,2014,67835969.0,68144519.0,68438748.0,73.3,73.5,73.7,397558000000.0,420333000000.0,407339000000.0,5860.581471,6168.261356,5951.883487,5133403120.0,5421000776.0,5703649146.0,6.98546361923218,6.20176267623901
554,Thailand,2015,68144519.0,68438748.0,68714519.0,73.5,73.7,73.9,420333000000.0,407339000000.0,401296000000.0,6168.261356,5951.883487,5840.053067,5421000776.0,5703649146.0,5989336794.0,6.20176267623901,6.07363986968994
560,Turkey,2007,67903461.0,68756809.0,69581854.0,74.0,78.0,71.2,506308311477.0,557057829051.0,681337335022.0,7456.296101,8101.856924,9791.88245,5486819690.0,5768468875.0,6081205583.0,5.62347173690796,5.11823177337646
561,Turkey,2008,68756809.0,69581854.0,70418612.0,78.0,71.2,71.6,557057829051.0,681337335022.0,770462156204.0,8101.856924,9791.88245,10941.17215,5768468875.0,6081205583.0,6390526778.0,5.11823177337646,5.21284151077271
562,Turkey,2009,69581854.0,70418612.0,71321406.0,71.2,71.6,72.0,681337335022.0,770462156204.0,649272568774.0,9791.88245,10941.17215,9103.474051,6081205583.0,6390526778.0,6705886416.0,5.21284151077271,5.49034738540649
563,Turkey,2010,70418612.0,71321406.0,72326992.0,71.6,72.0,72.4,770462156204.0,649272568774.0,776992599947.0,10941.17215,9103.474051,10742.77498,6390526778.0,6705886416.0,7020266449.0,5.49034738540649,5.27194404602051
564,Turkey,2011,71321406.0,72326992.0,73443254.0,72.0,72.4,72.8,649272568774.0,776992599947.0,838762755164.0,9103.474051,10742.77498,11420.55546,6705886416.0,7020266449.0,7359748701.0,5.27194404602051,5.3090763092041
565,Turkey,2012,72326992.0,73443254.0,74651046.0,72.4,72.8,73.2,776992599947.0,838762755164.0,880556375780.0,10742.77498,11420.55546,11795.63346,7020266449.0,7359748701.0,7713414910.0,5.3090763092041,4.88817739486694
566,Turkey,2013,73443254.0,74651046.0,75925454.0,72.8,73.2,73.5,838762755164.0,880556375780.0,957783020853.0,11420.55546,11795.63346,12614.78161,7359748701.0,7713414910.0,8058635494.0,4.88817739486694,5.57979440689087
567,Turkey,2014,74651046.0,75925454.0,77229262.0,73.2,73.5,73.9,880556375780.0,957783020853.0,938952628604.0,11795.63346,12614.78161,12157.99043,7713414910.0,8058635494.0,8420310957.0,5.57979440689087,5.51446533203125
568,Turkey,2015,75925454.0,77229262.0,78529413.0,73.5,73.9,74.2,957783020853.0,938952628604.0,864316670331.0,12614.78161,12157.99043,11006.27952,8058635494.0,8420310957.0,8801642900.0,5.51446533203125,5.32622194290161
574,Uganda,2007,27684590.0,28571475.0,29486335.0,46.6,47.7,48.8,9239221859.0,9977647645.0,11902564401.0,333.7315763,349.2171001,403.6637446,45056521.0,47439907.0,50149897.0,4.45583868026733,4.56861925125122
575,Uganda,2008,28571475.0,29486335.0,30431734.0,47.7,48.8,51.0,9977647645.0,11902564401.0,14440404021.0,349.2171001,403.6637446,474.5179496,47439907.0,50149897.0,52929511.0,4.56861925125122,4.61198568344116
576,Uganda,2009,29486335.0,30431734.0,31411096.0,48.8,51.0,51.3,11902564401.0,14440404021.0,25127805566.0,403.6637446,474.5179496,799.9658963,50149897.0,52929511.0,55929309.0,4.61198568344116,4.19288206100464
577,Uganda,2010,30431734.0,31411096.0,32428164.0,51.0,51.3,53.2,14440404021.0,25127805566.0,26673441667.0,474.5179496,799.9658963,822.5393725,52929511.0,55929309.0,59498928.0,4.19288206100464,4.82600116729736
578,Uganda,2011,31411096.0,32428164.0,33476771.0,51.3,53.2,54.9,25127805566.0,26673441667.0,27871725206.0,799.9658963,822.5393725,832.5690782,55929309.0,59498928.0,63322997.0,4.82600116729736,4.30923795700073
579,Uganda,2012,32428164.0,33476771.0,34558700.0,53.2,54.9,55.5,26673441667.0,27871725206.0,27305915761.0,822.5393725,832.5690782,790.1314506,59498928.0,63322997.0,66949984.0,4.30923795700073,3.7095787525177
580,Uganda,2013,33476771.0,34558700.0,35694519.0,54.9,55.5,56.3,27871725206.0,27305915761.0,28915786997.0,832.5690782,790.1314506,810.090395,63322997.0,66949984.0,70704514.0,3.7095787525177,3.7699191570282
581,Uganda,2014,34558700.0,35694519.0,36911530.0,55.5,56.3,57.5,27305915761.0,28915786997.0,32612397758.0,790.1314506,810.090395,883.5287445,66949984.0,70704514.0,74794180.0,3.7699191570282,4.23768663406372
582,Uganda,2015,35694519.0,36911530.0,38225447.0,56.3,57.5,58.4,28915786997.0,32612397758.0,32387183845.0,810.090395,883.5287445,847.2676289,70704514.0,74794180.0,79319750.0,4.23768663406372,4.23326110839844
588,Ukraine,2007,46890775.0,46607397.0,46366347.0,67.5,67.7,67.6,89239370109.0,111885000000.0,148734000000.0,1894.470825,2391.323975,3197.934326,26477095771.0,26809766108.0,27146130122.0,5.25218152999878,5.1723804473877
589,Ukraine,2008,46607397.0,46366347.0,46158709.0,67.7,67.6,67.6,111885000000.0,148734000000.0,188111000000.0,2391.323975,3197.934326,4066.547852,26809766108.0,27146130122.0,27471662835.0,5.1723804473877,5.16563940048218
590,Ukraine,2009,46366347.0,46158709.0,45970942.0,67.6,67.6,67.4,148734000000.0,188111000000.0,121553000000.0,3197.934326,4066.547852,2639.391602,27146130122.0,27471662835.0,27748956336.0,5.16563940048218,5.05756139755249
591,Ukraine,2010,46158709.0,45970942.0,45792086.0,67.6,67.4,67.0,188111000000.0,121553000000.0,141210000000.0,4066.547852,2639.391602,3078.429932,27471662835.0,27748956336.0,28043034658.0,5.05756139755249,5.08313274383545
592,Ukraine,2011,45970942.0,45792086.0,45619850.0,67.4,67.0,67.7,121553000000.0,141210000000.0,169333000000.0,2639.391602,3078.429932,3704.824951,27748956336.0,28043034658.0,28350987499.0,5.08313274383545,5.03034210205078
593,Ukraine,2012,45792086.0,45619850.0,45453805.0,67.0,67.7,67.5,141210000000.0,169333000000.0,182592000000.0,3078.429932,3704.824951,4004.804443,28043034658.0,28350987499.0,28654963929.0,5.03034210205078,4.71080255508423
594,Ukraine,2013,45619850.0,45453805.0,45286988.0,67.7,67.5,67.7,169333000000.0,182592000000.0,190499000000.0,3704.824951,4004.804443,4187.739746,28350987499.0,28654963929.0,28952213568.0,4.71080255508423,4.29732990264893
595,Ukraine,2014,45453805.0,45286988.0,45111530.0,67.5,67.7,69.2,182592000000.0,190499000000.0,133503000000.0,4004.804443,4187.739746,3104.643311,28654963929.0,28952213568.0,29209722174.0,4.29732990264893,3.96454286575317
596,Ukraine,2015,45286988.0,45111530.0,44921636.0,67.7,69.2,69.8,190499000000.0,133503000000.0,91030959455.0,4187.739746,3104.643311,2124.662354,28952213568.0,29209722174.0,29433544289.0,3.96454286575317,4.02869033813477
602,United Kingdom,2007,60287953.0,60821349.0,61455154.0,79.052,79.316,79.584,2544830000000.0,2717060000000.0,3106180000000.0,42132.09072,44654.09692,50653.25691,71321693012.0,71889264950.0,72448501368.0,6.80193090438843,6.98646354675293
603,United Kingdom,2008,60821349.0,61455154.0,62145098.0,79.316,79.584,79.85,2717060000000.0,3106180000000.0,2938880000000.0,44654.09692,50653.25691,47549.34863,71889264950.0,72448501368.0,72992999493.0,6.98646354675293,6.90654706954956
604,United Kingdom,2009,61455154.0,62145098.0,62828620.0,79.584,79.85,80.11,3106180000000.0,2938880000000.0,2425800000000.0,50653.25691,47549.34863,38952.21103,72448501368.0,72992999493.0,73486894347.0,6.90654706954956,7.02936410903931
605,United Kingdom,2010,62145098.0,62828620.0,63459801.0,79.85,80.11,80.352,2938880000000.0,2425800000000.0,2491110000000.0,47549.34863,38952.21103,39688.61497,72992999493.0,73486894347.0,73998525977.0,7.02936410903931,6.86924886703491
606,United Kingdom,2011,62828620.0,63459801.0,64021922.0,80.11,80.352,80.564,2425800000000.0,2491110000000.0,2674890000000.0,38952.21103,39688.61497,42284.88449,73486894347.0,73998525977.0,74467979649.0,6.86924886703491,6.880784034729
607,United Kingdom,2012,63459801.0,64021922.0,64525300.0,80.352,80.564,80.739,2491110000000.0,2674890000000.0,2719160000000.0,39688.61497,42284.88449,42686.80005,73998525977.0,74467979649.0,74955496204.0,6.880784034729,6.91805505752563
608,United Kingdom,2013,64021922.0,64525300.0,64984015.0,80.564,80.739,80.876,2674890000000.0,2719160000000.0,2803290000000.0,42284.88449,42686.80005,43713.81412,74467979649.0,74955496204.0,75432883692.0,6.91805505752563,6.75814771652222
609,United Kingdom,2014,64525300.0,64984015.0,65423048.0,80.739,80.876,80.978,2719160000000.0,2803290000000.0,3087170000000.0,42686.80005,43713.81412,47787.2413,74955496204.0,75432883692.0,75871424691.0,6.75814771652222,6.51544523239136
610,United Kingdom,2015,64984015.0,65423048.0,65860149.0,80.876,80.978,81.052,2803290000000.0,3087170000000.0,2956570000000.0,43713.81412,47787.2413,45404.56777,75432883692.0,75871424691.0,76293764798.0,6.51544523239136,6.82428359985352
616,United States,2007,294993509.0,297758977.0,300608425.0,77.685,77.892,78.101,13039200000000.0,13815600000000.0,14474200000000.0,44123.40707,46302.00088,48050.22378,334000000000.0,340000000000.0,347000000000.0,7.51268768310547,7.28038597106934
617,United States,2008,297758977.0,300608425.0,303486022.0,77.892,78.101,78.303,13815600000000.0,14474200000000.0,14769900000000.0,46302.00088,48050.22378,48570.04598,340000000000.0,347000000000.0,353000000000.0,7.28038597106934,7.15803241729736
618,United States,2009,300608425.0,303486022.0,306307565.0,78.101,78.303,78.49,14474200000000.0,14769900000000.0,14478100000000.0,48050.22378,48570.04598,47194.94335,347000000000.0,353000000000.0,358000000000.0,7.15803241729736,7.16361618041992
619,United States,2010,303486022.0,306307565.0,309011469.0,78.303,78.49,78.652,14769900000000.0,14478100000000.0,15049000000000.0,48570.04598,47194.94335,48650.64313,353000000000.0,358000000000.0,364000000000.0,7.16361618041992,7.1151385307312
620,United States,2011,306307565.0,309011469.0,311584051.0,78.49,78.652,78.777,14478100000000.0,15049000000000.0,15599700000000.0,47194.94335,48650.64313,50065.9665,358000000000.0,364000000000.0,369000000000.0,7.1151385307312,7.02622699737549
621,United States,2012,309011469.0,311584051.0,314043885.0,78.652,78.777,78.862,15049000000000.0,15599700000000.0,16254000000000.0,48650.64313,50065.9665,51784.41857,364000000000.0,369000000000.0,375000000000.0,7.02622699737549,7.24928522109985
622,United States,2013,311584051.0,314043885.0,316400539.0,78.777,78.862,78.909,15599700000000.0,16254000000000.0,16843200000000.0,50065.9665,51784.41857,53291.12769,369000000000.0,375000000000.0,380000000000.0,7.24928522109985,7.15111446380615
623,United States,2014,314043885.0,316400539.0,318673422.0,78.862,78.909,78.922,16254000000000.0,16843200000000.0,17550700000000.0,51784.41857,53291.12769,55123.84979,375000000000.0,380000000000.0,386000000000.0,7.15111446380615,6.86394691467285
624,United States,2015,316400539.0,318673422.0,320878312.0,78.909,78.922,78.91,16843200000000.0,17550700000000.0,18206000000000.0,53291.12769,55123.84979,56762.72945,380000000000.0,386000000000.0,391000000000.0,6.86394691467285,6.80359983444214
630,Uruguay,2007,3321799.0,3325403.0,3331753.0,75.1,75.2,75.4,17362857684.0,19579457966.0,23410572634.0,5226.9441,5887.845162,7026.503055,267413347.0,274010442.0,279957943.0,5.69394588470459,5.66386985778809
