,Country,Target Year,Population lag 3 years,Population lag 2 years,Population lag 1 year,Population Current,Life Ex lag 3 years,Life Ex lag 2 years,Life Ex lag 1 year,Life Ex Current,GDP lag 3 years,GDP lag 2 years,GDP lag 1 year,GDP Current,GDP_cap lag 3 years,GDP_cap lag 2 years,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 3 years,CO2 lag 2 years,CO2 lag 1 year,CO2 Current,Happy lag 3 years,Happy lag 2 years,Happy lag 1 year
144,Dominican Republic,2009,9218681.0,9338856.0,9458079.0,9576736.0,71.2,71.4,73.0,69.3,37879869898.0,43965420072.0,48122547177.0,48261033298.0,4109.033591,4707.795052,5087.983213,5039.403122,428274141.0,448267071.0,468598907.0,488379573.0,4.8423056602478,5.43161392211914,4.73502111434937
145,Dominican Republic,2010,9338856.0,9458079.0,9576736.0,9695117.0,71.4,73.0,69.3,69.7,43965420072.0,48122547177.0,48261033298.0,53860175556.0,4707.795052,5087.983213,5039.403122,5555.392014,448267071.0,468598907.0,488379573.0,508933026.0,5.43161392211914,4.73502111434937,5.39653539657593
146,Dominican Republic,2011,9458079.0,9576736.0,9695117.0,9813219.0,73.0,69.3,69.7,72.3,48122547177.0,48261033298.0,53860175556.0,58029750746.0,5087.983213,5039.403122,5555.392014,5913.426649,468598907.0,488379573.0,508933026.0,530250940.0,4.73502111434937,5.39653539657593,4.75331115722656
147,Dominican Republic,2012,9576736.0,9695117.0,9813219.0,9930916.0,69.3,69.7,72.3,72.9,48261033298.0,53860175556.0,58029750746.0,60681537196.0,5039.403122,5555.392014,5913.426649,6110.366576,488379573.0,508933026.0,530250940.0,551505694.0,5.39653539657593,4.75331115722656,5.01551532745361
148,Dominican Republic,2013,9695117.0,9813219.0,9930916.0,10048226.0,69.7,72.3,72.9,73.3,53860175556.0,58029750746.0,60681537196.0,62682163837.0,5555.392014,5913.426649,6110.366576,6238.132367,508933026.0,530250940.0,551505694.0,572772654.0,4.75331115722656,5.01551532745361,5.38733196258545
149,Dominican Republic,2014,9813219.0,9930916.0,10048226.0,10165182.0,72.3,72.9,73.3,73.6,58029750746.0,60681537196.0,62682163837.0,67179914027.0,5913.426649,6110.366576,6238.132367,6608.825501,530250940.0,551505694.0,572772654.0,594573265.0,5.01551532745361,5.38733196258545,5.06186246871948
150,Dominican Republic,2015,9930916.0,10048226.0,10165182.0,10281675.0,72.9,73.3,73.6,72.7,60681537196.0,62682163837.0,67179914027.0,71164825257.0,6110.366576,6238.132367,6608.825501,6921.520594,551505694.0,572772654.0,594573265.0,618067854.0,5.38733196258545,5.06186246871948,5.23869848251343
156,Ecuador,2008,13825839.0,14059379.0,14296554.0,14535740.0,72.8,73.4,73.6,74.4,41507085000.0,46802044000.0,51007777000.0,61762635000.0,3002.138604,3328.884156,3567.837186,4249.01897,655957316.0,684851947.0,718537463.0,748110525.0,4.99587535858154,5.29651308059692,6.02180337905884
157,Ecuador,2009,14059379.0,14296554.0,14535740.0,14774412.0,73.4,73.6,74.4,74.4,46802044000.0,51007777000.0,61762635000.0,62519686000.0,3328.884156,3567.837186,4249.01897,4231.619235,684851947.0,718537463.0,748110525.0,780613726.0,5.29651308059692,6.02180337905884,5.83805131912231
158,Ecuador,2010,14296554.0,14535740.0,14774412.0,15011114.0,73.6,74.4,74.4,74.2,51007777000.0,61762635000.0,62519686000.0,69555367000.0,3567.837186,4249.01897,4231.619235,4633.591284,718537463.0,748110525.0,780613726.0,815439334.0,6.02180337905884,5.83805131912231,5.79508829116821
159,Ecuador,2011,14535740.0,14774412.0,15011114.0,15243885.0,74.4,74.4,74.2,74.4,61762635000.0,62519686000.0,69555367000.0,79276664000.0,4249.01897,4231.619235,4633.591284,5200.555108,748110525.0,780613726.0,815439334.0,852837710.0,5.83805131912231,5.79508829116821,5.96071624755859
160,Ecuador,2012,14774412.0,15011114.0,15243885.0,15474099.0,74.4,74.2,74.4,74.7,62519686000.0,69555367000.0,79276664000.0,87924544000.0,4231.619235,4633.591284,5200.555108,5682.046108,780613726.0,815439334.0,852837710.0,889991732.0,5.79508829116821,5.96071624755859,6.01920604705811
161,Ecuador,2013,15011114.0,15243885.0,15474099.0,15707473.0,74.2,74.4,74.7,74.6,69555367000.0,79276664000.0,87924544000.0,95129659000.0,4633.591284,5200.555108,5682.046108,6056.331213,815439334.0,852837710.0,889991732.0,929354073.0,5.96071624755859,6.01920604705811,5.94585180282593
162,Ecuador,2014,15243885.0,15474099.0,15707473.0,15951832.0,74.4,74.7,74.6,75.1,79276664000.0,87924544000.0,95129659000.0,101726000000.0,5200.555108,5682.046108,6056.331213,6377.093929,852837710.0,889991732.0,929354073.0,972561015.0,6.01920604705811,5.94585180282593,5.96407508850098
163,Ecuador,2015,15474099.0,15707473.0,15951832.0,16212022.0,74.7,74.6,75.1,75.0,87924544000.0,95129659000.0,101726000000.0,99290381000.0,5682.046108,6056.331213,6377.093929,6124.490887,889991732.0,929354073.0,972561015.0,1013320438.0,5.94585180282593,5.96407508850098,6.11543750762939
169,Egypt,2008,75523576.0,76873670.0,78232124.0,79636081.0,68.8,68.6,68.7,68.6,89600665557.0,107426086957.0,130437828371.0,162818181818.0,1186.393313,1397.43669,1667.317998,2044.527804,3132480025.0,3308499089.0,3494406417.0,3689170414.0,5.54051065444946,4.63174104690552,5.06616449356079
170,Egypt,2009,76873670.0,78232124.0,79636081.0,81134789.0,68.6,68.7,68.6,69.0,107426086957.0,130437828371.0,162818181818.0,189147005445.0,1397.43669,1667.317998,2044.527804,2331.26884,3308499089.0,3494406417.0,3689170414.0,3892340086.0,4.63174104690552,5.06616449356079,4.66891622543335
171,Egypt,2010,78232124.0,79636081.0,81134789.0,82761244.0,68.7,68.6,69.0,69.4,130437828371.0,162818181818.0,189147005445.0,218983666062.0,1667.317998,2044.527804,2331.26884,2645.968759,3494406417.0,3689170414.0,3892340086.0,4093181569.0,5.06616449356079,4.66891622543335,4.17415857315063
172,Egypt,2011,79636081.0,81134789.0,82761244.0,84529251.0,68.6,69.0,69.4,69.5,162818181818.0,189147005445.0,218983666062.0,235989672978.0,2044.527804,2331.26884,2645.968759,2791.810766,3689170414.0,3892340086.0,4093181569.0,4306208216.0,4.66891622543335,4.17415857315063,4.20415687561035
173,Egypt,2012,81134789.0,82761244.0,84529251.0,86422240.0,69.0,69.4,69.5,69.7,189147005445.0,218983666062.0,235989672978.0,279116666667.0,2331.26884,2645.968759,2791.810766,3229.68563,3892340086.0,4093181569.0,4306208216.0,4514926545.0,4.17415857315063,4.20415687561035,3.55852031707764
174,Egypt,2013,82761244.0,84529251.0,86422240.0,88404652.0,69.4,69.5,69.7,69.8,218983666062.0,235989672978.0,279116666667.0,288434108527.0,2645.968759,2791.810766,3229.68563,3262.657586,4093181569.0,4306208216.0,4514926545.0,4721875713.0,4.20415687561035,3.55852031707764,4.88507270812988
175,Egypt,2014,84529251.0,86422240.0,88404652.0,90424668.0,69.5,69.7,69.8,69.9,235989672978.0,279116666667.0,288434108527.0,305595408895.0,2791.810766,3229.68563,3262.657586,3379.557986,4306208216.0,4514926545.0,4721875713.0,4943543743.0,3.55852031707764,4.88507270812988,4.76253843307495
176,Egypt,2015,86422240.0,88404652.0,90424668.0,92442549.0,69.7,69.8,69.9,70.0,279116666667.0,288434108527.0,305595408895.0,329366576819.0,3229.68563,3262.657586,3379.557986,3562.932658,4514926545.0,4721875713.0,4943543743.0,5162711129.0,4.88507270812988,4.76253843307495,4.55674076080322
182,El Salvador,2008,6052124.0,6079395.0,6105810.0,6131767.0,69.0,68.9,73.0,69.9,14698000000.0,15999890000.0,17011750000.0,17986890000.0,2428.568879,2631.822739,2786.157774,2933.39424,135369005.0,142086817.0,148932397.0,155337114.0,5.29553508758545,5.19149398803711,6.83908700942993
183,El Salvador,2009,6079395.0,6105810.0,6131767.0,6157678.0,68.9,73.0,69.9,70.0,15999890000.0,17011750000.0,17986890000.0,17601620000.0,2631.822739,2786.157774,2933.39424,2858.483344,142086817.0,148932397.0,155337114.0,161649573.0,5.19149398803711,6.83908700942993,6.73991107940674
184,El Salvador,2010,6105810.0,6131767.0,6157678.0,6183877.0,73.0,69.9,70.0,71.0,17011750000.0,17986890000.0,17601620000.0,18447920000.0,2786.157774,2933.39424,2858.483344,2983.228806,148932397.0,155337114.0,161649573.0,167968202.0,6.83908700942993,6.73991107940674,4.74129486083984
185,El Salvador,2011,6131767.0,6157678.0,6183877.0,6210567.0,69.9,70.0,71.0,75.0,17986890000.0,17601620000.0,18447920000.0,20283780000.0,2933.39424,2858.483344,2983.228806,3266.010978,155337114.0,161649573.0,167968202.0,174467607.0,6.73991107940674,4.74129486083984,5.93437147140503
186,El Salvador,2012,6157678.0,6183877.0,6210567.0,6237922.0,70.0,71.0,75.0,71.2,17601620000.0,18447920000.0,20283780000.0,21386150000.0,2858.483344,2983.228806,3266.010978,3428.409332,161649573.0,167968202.0,174467607.0,180939489.0,4.74129486083984,5.93437147140503,6.32506322860718
187,El Salvador,2013,6183877.0,6210567.0,6237922.0,6266076.0,71.0,75.0,71.2,71.7,18447920000.0,20283780000.0,21386150000.0,21990960000.0,2983.228806,3266.010978,3428.409332,3509.526536,167968202.0,174467607.0,180939489.0,187033961.0,5.93437147140503,6.32506322860718,5.85652351379395
188,El Salvador,2014,6210567.0,6237922.0,6266076.0,6295124.0,75.0,71.2,71.7,71.4,20283780000.0,21386150000.0,21990960000.0,22593470000.0,3266.010978,3428.409332,3509.526536,3589.042885,174467607.0,180939489.0,187033961.0,193185116.0,6.32506322860718,5.85652351379395,6.01849603652954
189,El Salvador,2015,6237922.0,6266076.0,6295124.0,6325121.0,71.2,71.7,71.4,72.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,3428.409332,3509.526536,3589.042885,3705.579704,180939489.0,187033961.0,193185116.0,199860431.0,5.85652351379395,6.01849603652954,6.13982486724854
195,Georgia,2008,4210158.0,4189721.0,4166859.0,4142648.0,71.8,73.0,71.7,72.7,6410823633.0,7745394293.0,10172882371.0,12795076469.0,1642.760938,1996.057129,2635.353882,3324.735879,535721189.0,541817901.0,548183252.0,553492059.0,3.70719456672668,4.156090259552,3.80063915252686
196,Georgia,2009,4189721.0,4166859.0,4142648.0,4119490.0,73.0,71.7,72.7,72.3,7745394293.0,10172882371.0,12795076469.0,10766836277.0,1996.057129,2635.353882,3324.735879,2822.66743,541817901.0,548183252.0,553492059.0,559627685.0,4.156090259552,3.80063915252686,4.10183715820312
197,Georgia,2010,4166859.0,4142648.0,4119490.0,4099095.0,71.7,72.7,72.3,73.9,10172882371.0,12795076469.0,10766836277.0,12243505583.0,2635.353882,3324.735879,2822.66743,3233.295943,548183252.0,553492059.0,559627685.0,565835728.0,3.80063915252686,4.10183715820312,4.20303058624268
198,Georgia,2011,4142648.0,4119490.0,4099095.0,4081012.0,72.7,72.3,73.9,73.9,12795076469.0,10766836277.0,12243505583.0,15107441447.0,3324.735879,2822.66743,3233.295943,4021.743306,553492059.0,559627685.0,565835728.0,573640254.0,4.10183715820312,4.20303058624268,4.25444555282593
199,Georgia,2012,4119490.0,4099095.0,4081012.0,4064097.0,72.3,73.9,73.9,74.4,10766836277.0,12243505583.0,15107441447.0,16488403076.0,2822.66743,3233.295943,4021.743306,4421.818242,559627685.0,565835728.0,573640254.0,581892065.0,4.20303058624268,4.25444555282593,4.34892082214355
200,Georgia,2013,4099095.0,4081012.0,4064097.0,4048701.0,73.9,73.9,74.4,73.9,12243505583.0,15107441447.0,16488403076.0,17189551521.0,3233.295943,4021.743306,4421.818242,4623.745725,565835728.0,573640254.0,581892065.0,589901363.0,4.25444555282593,4.34892082214355,4.28750801086426
201,Georgia,2014,4081012.0,4064097.0,4048701.0,4035310.0,73.9,74.4,73.9,73.2,15107441447.0,16488403076.0,17189551521.0,17627003455.0,4021.743306,4421.818242,4623.745725,4739.188338,573640254.0,581892065.0,589901363.0,598835761.0,4.34892082214355,4.28750801086426,4.12194061279297
202,Georgia,2015,4064097.0,4048701.0,4035310.0,4024180.0,74.4,73.9,73.2,73.8,16488403076.0,17189551521.0,17627003455.0,14953950557.0,4421.818242,4623.745725,4739.188338,4014.185944,581892065.0,589901363.0,598835761.0,608582745.0,4.28750801086426,4.12194061279297,4.44838619232178
208,Germany,2008,81602739.0,81472235.0,81277836.0,81065751.0,78.0,78.3,78.4,78.5,2846860000000.0,2994700000000.0,3425580000000.0,3745260000000.0,34520.23965,36353.88033,41640.08087,45612.71062,80688226652.0,81566547082.0,82418171411.0,83273098556.0,6.41681957244873,6.52179002761841,6.64149332046509
209,Germany,2009,81472235.0,81277836.0,81065751.0,80899961.0,78.3,78.4,78.5,79.1,2994700000000.0,3425580000000.0,3745260000000.0,3411260000000.0,36353.88033,41640.08087,45612.71062,41650.36783,81566547082.0,82418171411.0,83273098556.0,84063393275.0,6.52179002761841,6.64149332046509,6.72453117370605
210,Germany,2010,81277836.0,81065751.0,80899961.0,80827001.0,78.4,78.5,79.1,79.2,3425580000000.0,3745260000000.0,3411260000000.0,3399670000000.0,41640.08087,45612.71062,41650.36783,41572.45595,82418171411.0,83273098556.0,84063393275.0,84896342383.0,6.64149332046509,6.72453117370605,6.62131214141846
211,Germany,2011,81065751.0,80899961.0,80827001.0,80855629.0,78.5,79.1,79.2,79.6,3745260000000.0,3411260000000.0,3399670000000.0,3749310000000.0,45612.71062,41650.36783,41572.45595,46705.8958,83273098556.0,84063393275.0,84896342383.0,85705559302.0,6.72453117370605,6.62131214141846,6.70236206054688
212,Germany,2012,80899961.0,80827001.0,80855629.0,80972629.0,79.1,79.2,79.6,79.8,3411260000000.0,3399670000000.0,3749310000000.0,3527140000000.0,41650.36783,41572.45595,46705.8958,43855.85447,84063393275.0,84896342383.0,85705559302.0,86519543956.0,6.62131214141846,6.70236206054688,6.96512508392334
